velocity,torque
0.0,639.2704887917758
0.17587939698492464,639.3507738257166
0.35175879396984927,639.4343139881463
0.5276381909547739,639.5211092790647
0.7035175879396985,639.6111596984719
0.8793969849246231,639.7044652463679
1.0552763819095479,639.8010259227527
1.2311557788944725,639.9008417276264
1.407035175879397,640.0039126609887
1.5829145728643217,640.1102387228399
1.7587939698492463,640.21981991318
1.934673366834171,640.3326562320087
2.1105527638190957,640.4487476793264
2.2864321608040203,640.5680942551328
2.462311557788945,640.690695959428
2.6381909547738696,640.8165527922121
2.814070351758794,640.9456647534848
2.9899497487437188,641.0780318432464
3.1658291457286434,641.2136540614969
3.341708542713568,641.3525314082361
3.5175879396984926,641.4946638834641
3.693467336683417,641.6400514871809
3.869346733668342,641.7886942193866
4.045226130653266,641.940592080081
4.2211055276381915,642.0957450692642
4.396984924623116,642.2541531869363
4.572864321608041,642.4158164330971
4.748743718592965,642.5807348077467
4.92462311557789,642.7489083108851
5.100502512562814,642.9203369425123
5.276381909547739,643.0950207026284
5.452261306532663,643.2729595912332
5.628140703517588,643.4541536083268
5.804020100502513,643.6386027539093
5.9798994974874375,643.8263070279805
6.155778894472363,644.0172664305405
6.331658291457287,644.2114809615894
6.507537688442212,644.408950621127
6.683417085427136,644.6096754091534
6.859296482412061,644.8136553256686
7.035175879396985,645.0208903706726
7.21105527638191,645.2313805441655
7.386934673366834,645.4451258461472
7.5628140703517595,645.6621262766176
7.738693467336684,645.8823818355769
7.914572864321609,646.1058925230249
8.090452261306533,646.3326583389618
8.266331658291458,646.5626792833874
8.442211055276383,646.7959553563018
8.618090452261308,647.032486557705
8.793969849246231,647.2722728875971
8.969849246231156,647.5153143459779
9.145728643216081,647.7616109328476
9.321608040201006,648.011162648206
9.49748743718593,648.2639694920533
9.673366834170855,648.5200314643894
9.84924623115578,648.7793485652141
10.025125628140705,649.0419207945279
10.201005025125628,649.3077481523303
10.376884422110553,649.5768306386215
10.552763819095478,649.8491682534016
10.728643216080403,650.1247609966704
10.904522613065327,650.403608868428
11.080402010050252,650.6857118686745
11.256281407035177,650.9710699974098
11.432160804020102,651.2596832546338
11.608040201005027,651.5515516403467
11.78391959798995,651.8466751545484
11.959798994974875,652.1450537972388
12.1356783919598,652.446687568418
12.311557788944725,652.7515764680861
12.487437185929648,653.059720496243
12.663316582914574,653.3711196528886
12.839195979899499,653.6857739380231
13.015075376884424,654.0036833516464
13.190954773869347,654.3248478937584
13.366834170854272,654.6492675643593
13.542713567839197,654.976942363449
13.718592964824122,655.3078722910274
13.894472361809045,655.6420573470947
14.07035175879397,655.9794975316507
14.246231155778895,656.3201928446956
14.42211055276382,656.6641432862292
14.597989949748746,657.0113488562517
14.773869346733669,657.361809554763
14.949748743718594,657.7155253817631
15.125628140703519,658.0724963372519
15.301507537688444,658.4327224212296
15.477386934673367,658.7962036336961
15.653266331658292,659.1629399746513
15.829145728643217,659.5329314440954
16.00502512562814,659.9061780420283
16.180904522613066,660.28267976845
16.35678391959799,660.6624366233605
16.532663316582916,661.0454486067597
16.70854271356784,661.4317157186478
16.884422110552766,661.8212379590246
17.06030150753769,662.2140153278904
17.236180904522616,662.6100478252448
17.412060301507537,663.0093354510881
17.587939698492463,663.4118782054202
17.763819095477388,663.8176760882411
17.939698492462313,664.2267290995508
18.115577889447238,664.6390372393492
18.291457286432163,665.0546005076365
18.467336683417088,665.4734189044126
18.643216080402013,665.8954924296775
18.819095477386934,666.3208210834312
18.99497487437186,666.7494048656737
19.170854271356784,667.1812437764049
19.34673366834171,667.616337815625
19.522613065326635,668.0546869833339
19.69849246231156,668.4962912795316
19.874371859296485,668.9411507042181
20.05025125628141,669.3892652573934
20.226130653266335,669.8406349390575
20.402010050251256,670.2952597492103
20.57788944723618,670.753139687852
20.753768844221106,671.2142747549825
20.92964824120603,671.6786649506018
21.105527638190956,672.1463102747099
21.28140703517588,672.6172107273068
21.457286432160807,673.0913663083925
21.63316582914573,673.568777017967
21.809045226130653,674.0494428560303
21.984924623115578,674.5333638225824
22.160804020100503,675.0205399176233
22.33668341708543,675.510971141153
22.512562814070353,676.0046574931715
22.68844221105528,676.5015989736788
22.864321608040203,677.001795582675
23.04020100502513,677.5052473201598
23.216080402010054,678.0119541861335
23.391959798994975,678.521916180596
23.5678391959799,679.0351333035474
23.743718592964825,679.5516055549874
23.91959798994975,679.6100840336134
24.095477386934675,674.6494264859227
24.2713567839196,669.7606625258798
24.447236180904525,664.9422404933194
24.62311557788945,660.1926530612243
24.798994974874372,655.5104356636272
24.974874371859297,650.8941649899397
25.150753768844222,646.3424575424575
25.326633165829147,641.8539682539682
25.502512562814072,637.4273891625616
25.678391959798997,633.0614481409001
25.854271356783922,628.7549076773566
26.030150753768847,624.5065637065636
26.206030150753772,620.3152444870564
26.381909547738694,616.1798095238095
26.55778894472362,612.0991485335855
26.733668341708544,608.0721804511277
26.90954773869347,604.097852474323
27.085427135678394,600.1751391465676
27.26130653266332,596.3030414746543
27.437185929648244,592.4805860805859
27.61306532663317,588.7068243858051
27.78894472361809,584.9808318264014
27.964824120603016,581.3017070979336
28.14070351758794,577.6685714285713
28.316582914572866,574.0805678793256
28.49246231155779,570.536860670194
28.668341708542716,567.036634531113
28.84422110552764,563.579094076655
29.020100502512566,560.1634632034632
29.19597989949749,556.7889845094663
29.371859296482413,553.4549187339605
29.547738693467338,550.1605442176871
29.723618090452263,546.9051563820794
29.899497487437188,543.6880672268908
30.075376884422113,540.5086048454468
30.251256281407038,537.3661129568106
30.427135678391963,534.25995045417
30.603015075376888,531.1894909688012
30.77889447236181,528.1541224489796
30.954773869346734,525.1532467532467
31.13065326633166,522.1862792574657
31.306532663316585,519.2526484751203
31.48241206030151,516.3517956903431
31.658291457286435,513.4831746031745
31.83417085427136,510.6462509865824
32.01005025125628,507.84050235478804
32.185929648241206,505.06541764246685
32.36180904522613,502.3204968944099
32.537688442211056,499.60525096525095
32.71356783919598,496.9192012288786
32.88944723618091,494.2618792971734
33.06532663316583,491.6328267477203
33.24120603015076,489.03159486016625
33.41708542713568,486.4577443609022
33.59296482412061,483.9108451757666
33.76884422110553,481.39047619047614
33.94472361809046,478.89622501850477
34.12060301507538,476.4276877761413
34.29648241206031,473.9844688644688
34.47236180904523,471.56618075801737
34.64824120603015,469.172443799855
34.824120603015075,466.80288600288594
35.0,464.45714285714286
